id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
241995,"On the medial ( contralateral ) side , however , the shadow of the nose medially reduces the intensity of sunlight focused on the lateral / temporal limbus .","However , on the contralateral ( media ) side , the nose shadow reduces the intensity of the sunlight focused on the lateral / temporal limbus .",0,medial contralateral side however shadow nose medially reduces intensity sunlight focused lateral temporal limbus,however contralateral medium side nose shadow reduces intensity sunlight focused lateral temporal limbus
202507,"David Welsh was married to Mary Hamilton ( 1797-1873 ) on June 1 , 1830 , in Glasgow , with 10 children , including :","David Welsh was married to Mary Hamilton ( 1797-1873 ) in Glasgow on 1 June 1830 . They had 10 children , including :",1,david welsh married mary hamilton 17971873 june 1 1830 glasgow 10 child including,david welsh married mary hamilton 17971873 glasgow 1 june 1830 10 child including
515525,In 1656 he was Grand Master of the Royal Governor and became Grandmaster and Chaplain of King Felip IV of Spain in 1663 .,In 1656 he was alomner of the Royal governor and became in 1663 grand almoner and chaplain of King Felip IV of Spain .,1,1656 grand master royal governor became grandmaster chaplain king felip iv spain 1663,1656 alomner royal governor became 1663 grand almoner chaplain king felip iv spain
567071,"Bronzoulis faced Keith Johnson at Titan FC 29 on August 22 , 2014 .","On 22 August 2014 , Keith Johnson faced the Titan FC 29 Bronzoulis .",0,bronzoulis faced keith johnson titan fc 29 august 22 2014,22 august 2014 keith johnson faced titan fc 29 bronzoulis
21085,"Southgate began his career as an architect in Boston , Pittsburgh and New York City .","Southgate began his career as architect in New York City , Boston , and Pittsburgh .",0,southgate began career architect boston pittsburgh new york city,southgate began career architect new york city boston pittsburgh
364727,"After work in advertising , Robbins took over the daily strip `` Scorchy Smith `` from Noel Sickles in 1939 with a Sunday page added in 1940 .","After working in advertising , Noel Sickles took over the daily strip `` Scorchy Smith `` from Robbins in 1939 with a Sunday page added in 1940 .",0,work advertising robbins took daily strip scorchy smith noel sickle 1939 sunday page added 1940,working advertising noel sickle took daily strip scorchy smith robbins 1939 sunday page added 1940
237474,"Thus , the overwhelming majority of today 's Korean population in China are descendants of ethnic Korean emigrants since the late Qing dynasty .",The overwhelming majority of the ethnic Korean population living in China today are descendants of Korean emigrants since the late Qing dynasty .,0,thus overwhelming majority today korean population china descendant ethnic korean emigrant since late qing dynasty,overwhelming majority ethnic korean population living china today descendant korean emigrant since late qing dynasty
405262,The church has two organs : the older side organ and the new main organ .,The church has two organs : the newer side organ and the older main organ .,0,church two organ older side organ new main organ,church two organ newer side organ older main organ
362913,"Iowa has 99 districts , but 100 county seats , because Lee County has two .","Iowa has 99 counties , but 100 county seats because Lee County has two .",1,iowa 99 district 100 county seat lee county two,iowa 99 county 100 county seat lee county two
627898,"Mindy Connelly , played by Catriona Toop , made her first appearance in 2017 .","Mindy Connelly , played by Catriona Toop , has her first appearance in 2017 .",1,mindy connelly played catriona toop made first appearance 2017,mindy connelly played catriona toop first appearance 2017
225168,"was founded in 1995 by Moscow musicians Arkady Martinenko of Megapolis , the Heat of the Earth and the Eject Project and Boris Nazarov .","MGI was created in 1995 by Moscow musicians Arkady Martinenko of Megapolis , Heat of the Earth and the Eject Project , and Boris Nazarov .",1,founded 1995 moscow musician arkady martinenko megapolis heat earth eject project boris nazarov,mgi created 1995 moscow musician arkady martinenko megapolis heat earth eject project boris nazarov
286089,"She writes : `` The cyborg does not dream of a community based on the model of the organic family , this time without the oedipal project .","She writes : `` The cyborg does not dream of community on the model of the organic family , this time without the oedipal project .",1,writes cyborg dream community based model organic family time without oedipal project,writes cyborg dream community model organic family time without oedipal project
187654,"Louis W. Fairchild is an American literary critic and the John V. Fleming , '24 Professor of Literature and Comparative Literature , emeritus , at Princeton University .","Louis Louis Fairchild is an American literary critic and John V. Fleming , professor of literature and comparative literature at the Princeton University .",1,louis w fairchild american literary critic john v fleming 24 professor literature comparative literature emeritus princeton university,louis louis fairchild american literary critic john v fleming professor literature comparative literature princeton university
565219,"Huff 'is the most conservative of the three leading Democrats in Sacramento , ' Brown said . ``","Huff `` is the most conservative of the three leading democrats in Sacramento , said Brown .",1,huff conservative three leading democrat sacramento brown said,huff conservative three leading democrat sacramento said brown
